2018-02-08 00:00:01 
2018-02-08 16:00:57 {"auth_code":"284831930717939720","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081600598008171100101937","total_fee":"2800","sign":"C4F7BE65AB4A997CC3F5D9EB8EC0B6B3"}
2018-02-08 16:01:00 {"transaction_id":"91518076858789817490","price":2800}
2018-02-08 16:01:15 {"auth_code":"284833243020979713","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081601178008171100101937","total_fee":"500","sign":"BDF0AE50DC0E50714ECF391590D133DD"}
2018-02-08 16:01:18 {"transaction_id":"91518076876401260588","price":500}
2018-02-08 16:01:44 {"auth_code":"134883876134288420","bill_create_ip":"192.168.1.3","device_no":"1282","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u4e03\u5f69\u4e16\u754c\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081601461282","total_fee":"1600","sign":"93DB9CE82C350E6463D7DD207962FE1F"}
2018-02-08 16:01:48 {"transaction_id":"UD180208160145000000000010954426","price":1600}
2018-02-08 16:09:39 {"auth_code":"134634217631713627","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020816094111","total_fee":"220","sign":"8BDFB699AB8730BEA14A4B5D4EF22C8C"}
2018-02-08 16:09:41 {"transaction_id":"UD180208160939000000000011198270","price":220}
2018-02-08 16:09:47 {"auth_code":"283356968267607458","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081609498008171100101937","total_fee":"3950","sign":"07D66E8C0F4DD67941D3E8A6DD5E8BAA"}
2018-02-08 16:09:50 {"transaction_id":"91518077388883651607","price":3950}
2018-02-08 16:10:42 {"auth_code":"134865987504217679","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081610448008171100101937","total_fee":"2000","sign":"04884DA37A761D944C3013B0867B2393"}
2018-02-08 16:11:04 {"auth_code":"135020244133432418","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020816110611","total_fee":"2500","sign":"F56F7DE5AA51C3527E7C697F5530DDEB"}
2018-02-08 16:11:07 {"transaction_id":"UD180208161105000000000011244303","price":2500}
2018-02-08 16:11:22 
2018-02-08 16:11:23 {"auth_code":"134922350964368333","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081611248008171100101937","total_fee":"4000","sign":"E5A887A4DCE239ED440292A7596D5336"}
2018-02-08 16:12:02 
2018-02-08 16:12:02 {"auth_code":"135063398371263255","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081612048008171100101937","total_fee":"4000","sign":"FB1CB590C81F2C275772CA2B24F33EA7"}
2018-02-08 16:12:42 
2018-02-08 16:12:46 {"auth_code":"287566569039841051","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081612488008171100101937","total_fee":"4000","sign":"3186B750E87BF1D0B3C8F1EA9112969D"}
2018-02-08 16:12:49 {"transaction_id":"91518077567143458104","price":4000}
2018-02-08 16:15:43 {"auth_code":"288569353891391122","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081615458008171100101937","total_fee":"3650","sign":"994B66457F8DC810156CAF3D8550C19A"}
2018-02-08 16:15:46 {"transaction_id":"91518077744676633512","price":3650}
2018-02-08 16:16:48 {"auth_code":"282916568633346326","bill_create_ip":"192.168.1.3","device_no":"1282","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u4e03\u5f69\u4e16\u754c\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081616501282","total_fee":"1500","sign":"B9C4A5DCE63A2F09039BABEBE1E9BCB7"}
2018-02-08 16:16:51 {"transaction_id":"91518077809262505364","price":1500}
2018-02-08 16:19:46 {"auth_code":"134540842631089528","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020816194911","total_fee":"1790","sign":"9DDC923455EBA1B95C7EEF962F777566"}
2018-02-08 16:19:49 {"transaction_id":"UD180208161947000000000011493915","price":1790}
2018-02-08 16:19:57 {"auth_code":"134767108011348944","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020816195911","total_fee":"200","sign":"DF23023AC526059510C9D9755A7BB196"}
2018-02-08 16:19:59 {"transaction_id":"UD180208161958000000000011499853","price":200}
2018-02-08 16:22:03 {"auth_code":"134637682902085654","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020816220511","total_fee":"1110","sign":"1CEDB1E7E56E1341827199ADF1B92494"}
2018-02-08 16:22:06 {"transaction_id":"UD180208162203000000000011566231","price":1110}
2018-02-08 16:22:38 {"auth_code":"284028194619409485","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020816224011","total_fee":"690","sign":"A57F3285C671278FC06A33704967BEBC"}
2018-02-08 16:22:40 {"transaction_id":"91518078158873254387","price":690}
2018-02-08 16:23:27 {"auth_code":"134733942682954230","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081623298008171100101937","total_fee":"7200","sign":"C80E514B9F0A243D664FED2897616F7B"}
2018-02-08 16:23:29 {"auth_code":"134538149335927442","bill_create_ip":"192.168.1.100","device_no":"1057","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"201802081619591057","total_fee":"750","sign":"AFDDE50C3321835AFA43989949D8F609"}
2018-02-08 16:23:30 {"transaction_id":"UD180208162328000000000011611019","price":7200}
2018-02-08 16:23:32 {"transaction_id":"UD180208162330000000000011609254","price":750}
2018-02-08 16:23:53 {"auth_code":"134546256002050237","bill_create_ip":"192.168.1.8","device_no":"12","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020816235612","total_fee":"1970","sign":"178B87B5913D8FC50C7946D3D6D21E92"}
2018-02-08 16:23:55 {"transaction_id":"UD180208162353000000000011620437","price":1970}
2018-02-08 16:24:13 {"auth_code":"134972304771733285","bill_create_ip":"192.168.1.125","device_no":"8008171099228744","goods_desc":"\u7800\u5c71\u82b1\u56ed\u6e29\u6cc9\u9152\u5e97\u6d17\u6d74\u90e8","nonce_str":"123456","pp_trade_no":"201802081624198008171099228744","total_fee":"19300","sign":"81697E63F27C3A2B8FC67E6B04E51D29"}
2018-02-08 16:24:16 {"transaction_id":"UD180208162414000000000011628631","price":19300}
2018-02-08 16:24:19 {"auth_code":"134646113263197785","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081624218008171100101937","total_fee":"800","sign":"9517A49F47D6A02B795C9065BFB658E8"}
2018-02-08 16:24:22 {"transaction_id":"UD180208162420000000000011635033","price":800}
2018-02-08 16:24:29 {"auth_code":"134979393840930605","bill_create_ip":"192.168.8.12","device_no":"996","goods_desc":"\u5609\u4e50\u8fea\u8d85\u5e02","nonce_str":"123456","pp_trade_no":"20180208162221996","total_fee":"900","sign":"F054900493AAEA22856337CC8627A8C6"}
2018-02-08 16:24:32 {"transaction_id":"UD180208A01175300316243001264554","price":900}
2018-02-08 16:26:04 {"auth_code":"135056629832454211","bill_create_ip":"192.168.1.8","device_no":"12","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020816260712","total_fee":"2650","sign":"6A3C5A0A5CBA26444DA06B7D7EE3AAD0"}
2018-02-08 16:26:07 {"transaction_id":"UD180208162605000000000011680960","price":2650}
2018-02-08 16:26:52 {"auth_code":"281017086059731160","bill_create_ip":"192.168.1.8","device_no":"12","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020816265512","total_fee":"1800","sign":"D6EA9534BADCB61D49CDB9258DD34147"}
2018-02-08 16:26:54 {"transaction_id":"91518078413267661444","price":1800}
2018-02-08 16:27:11 {"auth_code":"285811698595641744","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081627138008171100101937","total_fee":"3100","sign":"BC1B5BC4565AB3D1610EE6DE13522505"}
2018-02-08 16:27:15 {"transaction_id":"91518078432882626846","price":3100}
2018-02-08 16:27:22 {"auth_code":"281569503981954387","bill_create_ip":"192.168.1.8","device_no":"12","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020816272512","total_fee":"1320","sign":"EC8C00C202F650D999657EEE2CA71C63"}
2018-02-08 16:27:25 {"transaction_id":"91518078443234151478","price":1320}
2018-02-08 16:28:34 {"auth_code":"134652616168470937","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081628368008171100101937","total_fee":"23500","sign":"88409043887CEEB815700A8FCC8F4E11"}
2018-02-08 16:28:37 {"transaction_id":"UD180208162835000000000011753781","price":23500}
2018-02-08 16:29:08 {"auth_code":"134809125187133784","bill_create_ip":"192.168.1.8","device_no":"12","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020816291212","total_fee":"4100","sign":"F7B191B8B71EDBC56068644282094F6A"}
2018-02-08 16:29:11 {"transaction_id":"UD180208162909000000000011776076","price":4100}
2018-02-08 16:29:14 {"auth_code":"134797114010555846","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081629168008171100101937","total_fee":"1700","sign":"9501CC0D5A0D90D78D6BE532432CD920"}
2018-02-08 16:29:17 {"transaction_id":"UD180208162915000000000011777374","price":1700}
2018-02-08 16:29:47 {"auth_code":"134640793128563265","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020816294911","total_fee":"1090","sign":"F75F4959CB4DA218FBC13EB32B623EBA"}
2018-02-08 16:29:49 {"transaction_id":"UD180208162947000000000011789624","price":1090}
2018-02-08 16:30:00 {"auth_code":"134911633742350638","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081630028008171100101937","total_fee":"6000","sign":"D860C3CC99021776A461E7B1F1D6AC19"}
2018-02-08 16:30:04 {"transaction_id":"UD180208A01175300316300201283480","price":6000}
2018-02-08 16:31:04 {"auth_code":"134673987785586587","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081631068008171100101937","total_fee":"3600","sign":"AA44D7440C97DD371C7153E6C06BDF94"}
2018-02-08 16:31:07 {"transaction_id":"UD180208163105000000000011828687","price":3600}
2018-02-08 16:31:19 {"auth_code":"285777198451637394","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081631218008171100101937","total_fee":"800","sign":"529FE7AE0F5990F4FFDA44B3A45EBA4A"}
2018-02-08 16:31:23 {"transaction_id":"91518078680608942187","price":800}
2018-02-08 16:31:46 {"auth_code":"134506247782855950","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020816314911","total_fee":"3470","sign":"0531BEEA91CAD191746F5542F159D3CA"}
2018-02-08 16:31:49 {"transaction_id":"UD180208163147000000000011854221","price":3470}
2018-02-08 16:34:04 {"auth_code":"134567032695565729","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020816340611","total_fee":"6750","sign":"F1489C9E2526A9BBE9777F2985492995"}
2018-02-08 16:34:06 {"transaction_id":"UD180208163404000000000011922346","price":6750}
2018-02-08 16:34:22 {"auth_code":"286802702945273521","bill_create_ip":"192.168.1.8","device_no":"12","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020816342512","total_fee":"1510","sign":"A0CB5CA0C4CCEA54BA444F3418B8F7BB"}
2018-02-08 16:34:24 {"transaction_id":"91518078862898526066","price":1510}
2018-02-08 16:34:47 {"auth_code":"283616153688479357","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081634488008171100101937","total_fee":"1200","sign":"606F2439D5B7E64AF046DAC8D619B660"}
2018-02-08 16:34:49 {"transaction_id":"91518078888039342475","price":1200}
2018-02-08 16:35:16 {"auth_code":"283820674547805764","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020816351911","total_fee":"1120","sign":"E88CE716E4A751EA239BF58F2CE190DA"}
2018-02-08 16:35:18 {"transaction_id":"91518078917506629050","price":1120}
2018-02-08 16:35:42 {"auth_code":"135171535270336727","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020816354511","total_fee":"2710","sign":"55A0DC2A28351C81C357A8900A5A982C"}
2018-02-08 16:35:45 {"transaction_id":"UD180208163543000000000011967988","price":2710}
2018-02-08 16:36:33 {"auth_code":"134915689953557069","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081636358008171100101937","total_fee":"1800","sign":"98D1D5538D7CE2650F9896ACF92E4F44"}
2018-02-08 16:36:37 {"transaction_id":"UD180208163634000000000011998625","price":1800}
2018-02-08 16:36:40 {"auth_code":"288215920519046566","bill_create_ip":"192.168.1.8","device_no":"12","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020816364412","total_fee":"110","sign":"0E4626CFB86DB54FD03EFC5B801A91A1"}
2018-02-08 16:36:43 {"transaction_id":"91518079001812730935","price":110}
2018-02-08 16:38:45 {"auth_code":"288405499140353654","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020816384711","total_fee":"500","sign":"C168E0DC711D30AF984BD53F7863A7A6"}
2018-02-08 16:38:47 {"transaction_id":"91518079125821597586","price":500}
2018-02-08 16:39:37 {"auth_code":"280336078994859984","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020816393911","total_fee":"360","sign":"C459B5D3C1722350044BCBA23F584634"}
2018-02-08 16:39:38 {"transaction_id":"91518079177752006864","price":360}
2018-02-08 16:39:52 {"auth_code":"282882291637764860","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081639548008171100101937","total_fee":"3000","sign":"D46ACE4972842287A4EBFD1A06BA2238"}
2018-02-08 16:39:54 {"transaction_id":"91518079193759246135","price":3000}
2018-02-08 16:40:12 {"auth_code":"285136863794339963","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020816401411","total_fee":"420","sign":"0475C9944F73054D204225B6DA87C99C"}
2018-02-08 16:40:14 {"transaction_id":"91518079213252617870","price":420}
2018-02-08 16:41:38 {"auth_code":"134736136328490518","bill_create_ip":"192.168.1.100","device_no":"1057","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"201802081638081057","total_fee":"850","sign":"696D229B55CBF54B8AB7D6FA9BD77F5B"}
2018-02-08 16:41:41 {"transaction_id":"UD180208164139000000000012155637","price":850}
2018-02-08 16:42:00 {"auth_code":"134550334112309764","bill_create_ip":"192.168.1.3","device_no":"1282","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u4e03\u5f69\u4e16\u754c\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081642021282","total_fee":"2000","sign":"6E385C53205BACD076A1397A36C8B235"}
2018-02-08 16:42:03 {"transaction_id":"UD180208A01175300316420101324650","price":2000}
2018-02-08 16:42:49 {"auth_code":"134581122386135645","bill_create_ip":"192.168.1.8","device_no":"12","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020816425212","total_fee":"220","sign":"4ADF288F50C098E8668F0523D57DD09E"}
2018-02-08 16:42:51 {"transaction_id":"UD180208164249000000000012193342","price":220}
2018-02-08 16:43:41 {"auth_code":"281568405970212784","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020816434311","total_fee":"3710","sign":"8F7C814FAF0B2C41716D4580D26F26C5"}
2018-02-08 16:43:43 {"transaction_id":"91518079421899417557","price":3710}
2018-02-08 16:44:50 {"auth_code":"282866160069090386","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081644528008171100101937","total_fee":"1600","sign":"6F3B817F36665328478C4AF589BC0093"}
2018-02-08 16:44:52 {"transaction_id":"91518079491262831206","price":1600}
2018-02-08 16:45:30 {"auth_code":"135080740155439747","bill_create_ip":"192.168.1.3","device_no":"1282","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u4e03\u5f69\u4e16\u754c\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081645321282","total_fee":"4600","sign":"382E3B9B2AB256AF9D546B65F86F194B"}
2018-02-08 16:45:32 {"transaction_id":"UD180208164531000000000012270526","price":4600}
2018-02-08 16:46:01 {"auth_code":"134607746741903707","bill_create_ip":"192.168.1.190","device_no":"1112","goods_desc":"\u7800\u5c71\u82b1\u56ed\u6e29\u6cc9\u9152\u5e97\u5ba2\u623f","nonce_str":"123456","pp_trade_no":"201802081646021112","total_fee":"60000","sign":"46B969B5445F7B5931E578AD70B8D300"}
2018-02-08 16:46:02 {"transaction_id":"4200000054201802089499317665","price":60000}
2018-02-08 16:46:04 {"auth_code":"134927375068019511","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081646068008171100101937","total_fee":"2000","sign":"308FFB3559B6709484FB1847E8DB95C9"}
2018-02-08 16:46:07 {"transaction_id":"UD180208164605000000000012287514","price":2000}
2018-02-08 16:46:15 {"auth_code":"134676455267213767","bill_create_ip":"192.168.1.101","device_no":"296","goods_desc":"\u5927\u836f\u623f","nonce_str":"123456","pp_trade_no":"20180208164617296","total_fee":"4150","sign":"701FEBFBD82D9FDF0D25F02843EE9205"}
2018-02-08 16:46:18 {"transaction_id":"UD180208164616000000000012296242","price":4150}
2018-02-08 16:48:12 {"auth_code":"135034602119077366","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020816481511","total_fee":"190","sign":"598851BCDE932962A1BF4B2CB5DD79DF"}
2018-02-08 16:48:15 {"transaction_id":"UD180208164813000000000012348846","price":190}
2018-02-08 16:48:29 {"auth_code":"134769314347569172","bill_create_ip":"192.168.1.101","device_no":"296","goods_desc":"\u5927\u836f\u623f","nonce_str":"123456","pp_trade_no":"20180208164831296","total_fee":"1950","sign":"B35DDA6A66C9408D2D78618F7F5B48A7"}
2018-02-08 16:48:31 {"transaction_id":"UD180208A01175300316482901346878","price":1950}
2018-02-08 16:48:57 {"auth_code":"284945572619505885","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020816490011","total_fee":"1020","sign":"6F4E3D1A5B1BB297A9D2B8CF982B55AB"}
2018-02-08 16:48:59 {"transaction_id":"91518079738488443649","price":1020}
2018-02-08 16:49:46 {"auth_code":"135045476559286620","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020816494811","total_fee":"1880","sign":"3BB13CFE64F7CB72161CAF5F314AAF92"}
2018-02-08 16:49:49 {"transaction_id":"UD180208164947000000000012401328","price":1880}
2018-02-08 16:50:52 {"auth_code":"284281403194236674","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081650548008171100101937","total_fee":"2700","sign":"3ED2BF3A91C9B4CD6CFB61A54B9CD668"}
2018-02-08 16:50:54 {"transaction_id":"91518079853622299374","price":2700}
2018-02-08 16:53:26 {"auth_code":"134592783959858514","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020816532811","total_fee":"4570","sign":"1E310D9AD32C6D914D6AEFB0A8C6913B"}
2018-02-08 16:53:29 {"transaction_id":"UD180208A01175300316532701363845","price":4570}
2018-02-08 16:53:52 {"auth_code":"134624182812621127","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081653538008171100101937","total_fee":"1500","sign":"E69E54C6F1950D0DEF1A1FA7E57A7ACF"}
2018-02-08 16:53:54 {"transaction_id":"UD180208A01175300316535201365372","price":1500}
2018-02-08 16:54:35 {"auth_code":"134778708710860577","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081654378008171100101937","total_fee":"5400","sign":"AB78B665184E36416685698D932E3C3B"}
2018-02-08 16:54:37 {"transaction_id":"UD180208165436000000000012547059","price":5400}
2018-02-08 16:55:08 {"auth_code":"135057493182219939","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020816551111","total_fee":"1480","sign":"123E13A979CFBC49CBD8A066E0EEBB64"}
2018-02-08 16:55:11 {"transaction_id":"UD180208165509000000000012560838","price":1480}
2018-02-08 16:55:54 {"auth_code":"281631061718960115","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081655568008171100101937","total_fee":"3980","sign":"C536146BA8415C641D65193C5D6553B6"}
2018-02-08 16:55:57 {"transaction_id":"91518080155625989995","price":3980}
2018-02-08 16:58:44 {"auth_code":"286436727555234236","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081658468008171100101937","total_fee":"12800","sign":"64955F4B07808B742B0CC76552C0D262"}
2018-02-08 16:58:47 {"transaction_id":"91518080325606402688","price":12800}
2018-02-08 17:02:36 {"auth_code":"134506929803204246","bill_create_ip":"10.0.0.40","device_no":"8008171099228741","goods_desc":"\u4e5d\u53f7\u56fd\u9645\u8d85\u5e02","nonce_str":"123456","pp_trade_no":"201802081701428008171099228741","total_fee":"1800","sign":"A8849B62444C083BD6EC8D7B65EBCAB1"}
2018-02-08 17:02:39 {"transaction_id":"UD180208170237000000000012783878","price":1800}
2018-02-08 17:03:06 {"auth_code":"286842323092154609","bill_create_ip":"192.168.1.3","device_no":"1282","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u4e03\u5f69\u4e16\u754c\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081703081282","total_fee":"5850","sign":"43313718D0F914EC68348C1C2EFD71A4"}
2018-02-08 17:03:09 {"transaction_id":"91518080587595631041","price":5850}
2018-02-08 17:03:25 {"auth_code":"289193021172448557","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020817032711","total_fee":"2390","sign":"EEF694A6BABB317B781BD4A985ED05D8"}
2018-02-08 17:03:27 {"transaction_id":"91518080605686558653","price":2390}
2018-02-08 17:04:45 {"auth_code":"135886873447908093","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020817044711","total_fee":"3970","sign":"283F4B4B129D135B8716C066A3ACE473"}
2018-02-08 17:04:48 {"transaction_id":"UD180208170445000000000012853279","price":3970}
2018-02-08 17:05:32 {"auth_code":"134629248417109569","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081705348008171100101937","total_fee":"6000","sign":"76DAA07AD7CE1D6FED04056C4F15FB6C"}
2018-02-08 17:05:34 {"transaction_id":"UD180208170533000000000012880051","price":6000}
2018-02-08 17:06:39 {"auth_code":"134686783393366999","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020817064111","total_fee":"460","sign":"789C710B9FF59CE0FBAFBACC063DDB84"}
2018-02-08 17:06:41 {"transaction_id":"UD180208170639000000000012907803","price":460}
2018-02-08 17:09:23 {"auth_code":"134623344131577439","bill_create_ip":"192.168.1.100","device_no":"1057","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"201802081705521057","total_fee":"6600","sign":"70DF22BA26EF7D70A7EE0B6AA80EABC4"}
2018-02-08 17:09:26 {"transaction_id":"UD180208170924000000000012997009","price":6600}
2018-02-08 17:09:44 {"auth_code":"280961705098635142","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020817094611","total_fee":"1850","sign":"66EEB4D8CBE6284851D844946AA7FE1E"}
